Y0-,Y1-,Y2-
1.117549093644595,0.1917657340815389,7.822385785764944
3.814968408238424,5.535055483089828,4.827561404318881
0.1542150247466885,0.0998810797682322,8.010915604909494
5.963993862099282,5.60330713490706,1.5588264207615272
5.49886072730552,2.1475841207444195,6.130112055894026
3.2590954223259914,2.195492795295053,7.566801596156659
0.6284858048913358,0.4807602043110847,8.590194075633455
3.804745590059957,2.743848312496297,6.704444368284778
1.0513497524283189,6.7348311964580505,3.9071214443976814
1.7035179208498965,6.993896307766249,3.546793087027983
1.167343207746229,0.8599126962696984,8.52224746947707
0.9725829583457566,1.229627554575804,7.613829206266797
0.6863582091992209,2.9581646614412644,7.82865135488851
0.9569394835446254,0.8622886615624145,8.07704357482342
3.152772053457662,4.768968830689676,5.58965687926354
2.8260177554747044,7.456244851876393,0.5890239755922889
4.838236461646065,5.9434657736351815,3.010719483411926
4.096085035782281,0.6457171010042401,6.880599217921973
3.0542387331035488,1.410134283073896,7.392816403338988
1.7100094806675483,5.606407000947765,5.836372613347077
0.020659600423688,0.0523293715288293,8.088288636448793
2.4065802438997665,7.566250517642348,3.6775717302017017
2.403788235691342,3.8566594433586463,7.125152657247642
4.318479767680204,5.081418272083131,5.028834201815894
0.2227470157252821,0.181187470502877,8.485979023124525
4.5209944878947805,2.5730046806251745,6.737663965220952
7.163322690431669,1.6678399969455835,3.4893271647978357
0.9911459805239304,7.461273487841414,3.839756527515479
2.7855717182195536,1.1691076004566932,7.622298083793601
2.93731400769627,2.7239484162156784,7.514926372318504
1.3915507160009106,2.907729290518937,7.694246068965166
0.653206514776693,4.682034571719195,6.9848092093682155
3.419177574856728,0.7364261831139557,7.751309361133138
6.011677827493907,4.207806912775894,4.011913981459186
4.38831800844958,3.9398837030027263,5.956727524369821
1.8763925814228843,2.6313023684596017,7.97724707907576
3.291948322946401,6.175254509007341,4.259693193135429
3.648229181536986,1.8287996813494831,7.219372480687384
2.0872461450366244,8.048406201481207,0.6810176848141137
3.391151794626244,7.727441729945057,1.4384941284921418
1.06452746639156,2.7485783417113168,7.337884228372886
1.6606113818442445,0.9985877243798282,8.105785372880657
1.0053469048805002,3.6744921991402175,7.5293641823822925
7.256494187494698,2.8357398196784525,2.7715424926047376
3.2257382671727495,1.034230605632838,7.549016499145668
5.975144094787508,3.1215606986882873,4.957206639778399
4.016034245497509,5.17787055696976,5.780846389718494
2.9202887097579793,1.1462040010293475,7.832362546534989
6.23667186715746,4.696189364887007,3.162919180685341
5.013148705453828,2.135959955357552,5.843754613023248
1.2278789860065766,0.6056774231372335,8.177173129181071
6.90830848811746,3.991307037402729,2.8307722223749137
1.5630740468376574,0.2943209145426195,8.200714759368159
2.799903578499351,1.4045178617067289,7.75632196771305
3.62551800398148,6.7406995129727365,4.170859933038301
4.201321538933887,4.82180289301084,5.532252852047393
2.68662789674012,7.855620154599253,1.1960870637685357
2.365200022967316,1.5876697357722502,8.141080992324557
2.2636854021064705,2.491704963945742,7.310746993327375
0.5552600814896277,1.2284659842455343,8.008703356457143
3.883818868883281,3.899770528868286,6.159357287991607
0.6149734948839681,0.4492993936763961,7.647203846617286
6.0415952248081,2.834572200729436,4.5869302093892985
0.482749318103107,1.3698917098639962,8.13173894821119
2.930342478960085,1.76733905796646,7.6049352155113565
1.6916411175220942,7.922619062676334,0.6895227121585266
5.102579988237254,1.6692423912324903,6.202382852094401
8.032710616174041,1.391840651181792,2.600514740276548
7.80372461459446,1.8227484069702669,2.5140233598552952
2.1339455770175206,4.680666340728787,5.8182354708353845
7.163599609804356,1.2546933669262563,4.235417700520007
4.488630534348173,5.40627189857519,3.63868679208549
2.646361396636409,2.0916788649120965,7.767559495530804
1.9802545582504276,5.268795562023056,6.102581162186555
0.9692531601787928,0.4697943026104855,7.836288014311067
6.412587212847282,1.5054981274744237,4.997176143808202
2.5302594527798417,3.2250942937801965,7.344337499819311
6.418624629035316,4.585461992756664,2.867959109695984
7.246292793459979,3.0146496023090585,2.2085772507715893
2.3665470335675916,1.1724519375655544,7.994739102748169
