X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
0.9245859363697192,0.8001473538915626,0.7133546904067943,0.8358754375235213,0.7128169698263315,0.8088311517687612,0.3981877697089808,0.6349325688402161,0.5758911461616395,0.2486139196896505
0.1321689997372983,0.70945116801528,0.2639102143238083,0.0960918571076701,0.7309842061942562,0.2620227161162206,0.5802635283615595,0.9537519479376756,0.3770526707478409,0.3504378965779315
0.1123399593757661,0.1707257823859573,0.4566990565300807,0.3919515958327868,0.2178899200612442,0.4233333893046405,0.7289428613547871,0.3267321740735246,0.6162935871998861,0.7502812583266518
0.7634314748932512,0.813433970312414,0.6763295047834956,0.8603370907199696,0.8155154234908504,0.8278092533898237,0.5608202383055453,0.0640297443520028,0.7230281944963588,0.6288525252047773
0.6103187202097436,0.4319750712879158,0.9837741281519052,0.4244505236528019,0.4403295601278294,0.9214559561386576,0.2567418061991452,0.317772950106559,0.4180522776323048,0.3376977526500266
0.8180744936324849,0.9752338194832696,0.9239295682384012,0.5437408017508906,0.1332934294192206,0.9019465243855598,0.0015360732664242,0.1176437311504113,0.5932860062022348,0.7912963170400539
0.7522274269528995,0.6413404791164394,0.2540755120178062,0.1764466117931147,0.3894253544106724,0.7174601342521902,0.7064069508701767,0.982112257695865,0.6885223794841084,0.3302188855275898
0.4436182167791076,0.1685569627405171,0.9991571139682052,0.5900123347430062,0.7955120425294194,0.16422250869768,0.4765061287390999,0.6249083661121141,0.4399591777218035,0.9338129112553352
0.877938170294924,0.5198225021397872,0.6036917596266524,0.6953107635271657,0.962366498405735,0.6341711532980795,0.0735767772902169,0.658453383195112,0.5103109596577463,0.1697844452126926
0.7573062721533206,0.3426732296864763,0.8068958306976323,0.2951435913487406,0.1879650307525747,0.7815166246803358,0.5469024915184318,0.7787711774030321,0.509588425952053,0.9492027748692656
0.0843282457086606,0.3096860279837036,0.9810212826735388,0.9486439343221128,0.0027168844280716,0.4577442725345162,0.3021359936769562,0.9191485020124788,0.7895202307268916,0.3910470310045929
0.1429326964597477,0.9189971793515268,0.2848372035929221,0.6851532736363648,0.176782208477622,0.7896965177932291,0.7400264108621786,0.6123434187516933,0.6360978788096925,0.9646234671782634
0.4246563073966799,0.5141441336661948,0.1927549399334348,0.9990477330509312,0.695534065638996,0.2870104155633393,0.7311334190115052,0.9167697570360226,0.624719854121435,0.2832658387300527
0.0374467746151852,0.2382588253345469,0.7963546621441205,0.9019774421782124,0.5449157443699896,0.347176299853732,0.5495411163114654,0.2241905242157389,0.9591239505622112,0.5027759722435828
0.2461083135388659,0.3025561513767465,0.639009023008024,0.2659779716242511,0.5540541945112458,0.3242286517320721,0.0186624253161928,0.3664558488888392,0.2265960220277209,0.4802040149271002
0.8643476794532002,0.8454705281052137,0.7070554541918713,0.758051688697852,0.9734733678977646,0.0835527227499177,0.8850706579678125,0.699937611245361,0.5457863942093506,0.8816641703437642
0.6732885062707429,0.7143669123779829,0.6007940677119868,0.4183389083418541,0.921717730532416,0.2061711440598268,0.533639257930381,0.6915536451222369,0.7053400074043696,0.919331371939574
0.26068528337849,0.2457221160937832,0.3741384740585668,0.6687648915917029,0.1984080224838253,0.4866948647338079,0.3015101161627782,0.659426618710095,0.6945863971285045,0.4379128945888281
0.0617363852336858,0.3906926144316208,0.718594821289473,0.5322417126954195,0.735802254178755,0.5063755885976268,0.1348227100850951,0.8232825316664775,0.7279164661699694,0.8657892965058088
0.946947153371767,0.5663753971172735,0.1797526104885884,0.4059425430749533,0.7400101190576303,0.3054671570894854,0.6454644346129645,0.3560658032460362,0.3361399267492485,0.5904473817732694
0.8321520935321044,0.8324243289922046,0.7870456103210863,0.8194900689699214,0.8419083535614164,0.5203608666452908,0.289764528454033,0.2216841489081259,0.4997435087680225,0.0985861859273865
0.6440897250816245,0.6102335904957669,0.1985768599589136,0.7435957749130038,0.9950463647285176,0.4100556594861902,0.5935301929402638,0.8346216109777068,0.6297988371025759,0.5590925120017166
0.3758916813741209,0.5188290377498033,0.8574231743218932,0.993376198541576,0.6408331899997981,0.3593949904156136,0.8979826096534107,0.4285767460173366,0.2929348193164833,0.884898544399842
0.2941614644957778,0.6406964899636839,0.3354312082952262,0.2240979165224826,0.1596223257736334,0.3791166480462222,0.0570208637591791,0.2726661663128265,0.4298195904098559,0.6594616000588409
0.5966138823848295,0.8563407119308051,0.4260677062701709,0.965743728685232,0.1612888890756363,0.5410486744548777,0.0079724639918726,0.9435126213743542,0.9048034172323952,0.7911941361128855
0.139616246901142,0.9020618449588296,0.9027129362773838,0.602165274888841,0.7919807262389245,0.2537984980449747,0.6514852249792261,0.0006737262854974,0.282828165084372,0.6124015732873909
0.822350950700329,0.9944772943359212,0.7105627501128343,0.2498960826451439,0.8741117909363669,0.6376356272235013,0.8384176211426191,0.7935872474611755,0.1115997513115719,0.5896000891878537
0.7313315212310764,0.6352449105407678,0.9081257175150528,0.9008242056318532,0.3008588649086158,0.799310051088759,0.0785556092887176,0.3524500316737555,0.909533722653496,0.2865190840962733
0.3874284188130887,0.2815775986295221,0.6982218439952539,0.2222482505392069,0.9519871388452312,0.9644938370521532,0.0200688349283185,0.2909118228943097,0.7205993578297398,0.5772960487037692
0.073423048682665,0.3136604380732639,0.5865167412566628,0.7653112803847945,0.4449042081078322,0.8304962206167972,0.8443668157787054,0.3739347874679511,0.8106320473075912,0.4987441076938324
0.3444498587593499,0.2920282161768899,0.2083297256421883,0.1613609682860955,0.1854557425356733,0.6123308053735617,0.9043678239442684,0.5878712766156227,0.3905822445845727,0.1889872401698289
0.6158741779231947,0.1770256663172239,0.4830146156857536,0.8706280056746676,0.1532715339629171,0.4134353827028288,0.95516670965256,0.4949482629261753,0.9206090516477432,0.1396446395914128
0.9087092428308016,0.2805451180415268,0.1070766359918848,0.2362288085092824,0.0909749358346144,0.3671459587327013,0.99058572879538,0.6122472399680474,0.956658590263433,0.3491197236447961
0.6150118192661026,0.4407685525048094,0.7358081461125331,0.2528344780729452,0.4517652749034191,0.7648799433347581,0.8870254442705496,0.8115196487110349,0.3783458578037926,0.1708209284330667
0.3307064191861649,0.6817135195977916,0.8032402496630434,0.8463517997705216,0.2125514095975121,0.5568636351557918,0.3218947078418961,0.2882346084832753,0.6735467354761873,0.5885738826582261
0.8989420642994358,0.1691938825042672,0.69597196632829,0.0242057815130943,0.97071505622658,0.0759801973999447,0.475713279512457,0.541544305380719,0.2454096911697393,0.4407001651195833
0.1367926734836944,0.3469220680162421,0.2517441112263174,0.0838067062412946,0.552354648201679,0.6625359037403529,0.6450213243196479,0.8122054341707688,0.9557970842335742,0.2823174809714903
0.7462165673091893,0.2511154265816091,0.6962561547872849,0.8273533300793495,0.0876337747701339,0.6987879753675743,0.5163370034027503,0.6391609404179869,0.6226395201958268,0.6942881048135109
0.6939175592376658,0.3965124515413462,0.2542248438417932,0.5586875071947697,0.7115943890861756,0.175367573420893,0.999508768888928,0.3345957062541639,0.999413457970628,0.2077476111238941
0.0401492298963895,0.660601495118311,0.4079367247134617,0.0291038913772869,0.8883908444835642,0.7650522606843431,0.2902908486349737,0.9948021839384448,0.3644491478713659,0.7376016058447861
0.549255026717027,0.6079366655137957,0.5745960550374731,0.9649205913288642,0.1602129893036525,0.2779793056566222,0.9085068268871588,0.2494626542838698,0.2391057900018746,0.8054191316258704
0.6425252689658846,0.4582457080829138,0.4271192688559572,0.3774163814494328,0.1918141270534331,0.1212884370825699,0.8871697642497375,0.9311197028808708,0.96380024489825,0.1368568888801933
0.7477041416267433,0.1645061525081205,0.9591635064419868,0.7548431066475144,0.1234217744076023,0.979221563901546,0.959352679606464,0.6450372375954548,0.9715887149716812,0.6554794699442049
0.6975833449263646,0.8234427496309206,0.95071256006142,0.8971766969435371,0.327419519944315,0.022748073947667,0.4127631258339757,0.5081075352530388,0.1857957436316346,0.0171791398486405
0.6616602371187914,0.5354992399840577,0.0226246692514539,0.2825154019329213,0.0792644696460088,0.9909801305089324,0.8353184311500903,0.7527827203971589,0.3410889292916315,0.718565629718954
0.4566763826092792,0.5013793023555834,0.0132255319156067,0.721026634070082,0.6559925963063459,0.5289462601426296,0.3074835416887388,0.8410576280413671,0.2438445278099635,0.8939875114040624
0.552643756941617,0.5163652423730903,0.1608226244448907,0.3554072297799033,0.4072418829565133,0.0807537778152768,0.4147526622973603,0.0775865708705777,0.7276983125923502,0.0999380379511403
0.3454522300481564,0.4639010804520654,0.2208660508730464,0.8694591973830336,0.7606728438598962,0.7889339800112548,0.2832933977282899,0.8209398360936578,0.9583958025722384,0.7045479255761441
0.3907000213193554,0.7799554412279904,0.2426882003984513,0.9024293254422232,0.3479324399518807,0.6027019655695856,0.6185972007115477,0.6172752735439763,0.4147715966534179,0.3018794456004928
0.9262585434528248,0.8032964618000825,0.8818651806118019,0.8087090306484885,0.9900108865658216,0.7908577560958675,0.6198089088943325,0.5089629531221677,0.1843539707826496,0.8587385350777824
0.7880420110941887,0.6849058150743086,0.7147595954350219,0.6940014979888428,0.6690275338779599,0.7390149149934837,0.492713826557598,0.6773292338392904,0.0863141912428738,0.293891681573571
0.2637279615774258,0.2321153980933247,0.2132829763504793,0.6838058712758148,0.3871963109751493,0.8531227266426288,0.1542122711178604,0.0029599564863256,0.8151916824392119,0.6904073604492721
0.3291977639187474,0.3896630509491561,0.0420426383865016,0.4719996581333447,0.9755242407240114,0.6833821813953443,0.7705909579130866,0.6237913770713498,0.8309270169752103,0.8992765971522783
0.3172191349209848,0.9829962841280342,0.3170684641500515,0.8947187812422106,0.2101473995250921,0.1379364439525481,0.7297600380538979,0.8093213954540542,0.7867258058912039,0.7290703014597546
0.3118241448958633,0.1590030504872686,0.0063774732674103,0.2180202364388046,0.3864277589360173,0.9652654525431644,0.1514573485027092,0.7632510333096122,0.989553499004921,0.8446640771404914
0.964220489181668,0.952986162887082,0.9077958619050166,0.6011465203384913,0.4834003636952902,0.0001216506740642,0.5126460312936749,0.9673458032412836,0.0317628096086839,0.5943992795201343
0.5279154317055932,0.1970048061239145,0.2225456881805461,0.0362834891049479,0.8890538399395362,0.6815704757802351,0.2079017715880872,0.8791682691177826,0.1661162964076485,0.7033089271097632
0.7066502395373722,0.441668668958518,0.7693322977188453,0.044318225866053,0.1320600348490916,0.5555211863792292,0.5948483798783596,0.1545292497515185,0.1666118022345628,0.59891596203838
0.3002676054894853,0.0555697114540408,0.1563799183318814,0.9320890588851076,0.1987162572752955,0.0166120401854207,0.329251084613788,0.8601080563570548,0.158109633537981,0.6058633840451577
0.2619472711352735,0.2467506738412399,0.3081985697019468,0.7256562616307318,0.4396497753955819,0.6188794247698125,0.5969453148957118,0.9543213684248268,0.3011952431491139,0.9399923157597756
0.0371437263249956,0.7972211781189581,0.2149622807640722,0.8593473101019461,0.2958839974191166,0.6991496102207481,0.0982163092084491,0.4898809954361868,0.6892562787592208,0.5671454990597818
0.5278832798547579,0.6638795856602526,0.8295829847708452,0.0499080751669515,0.2536365950765905,0.6708497113181365,0.6249706219378329,0.604308019111449,0.1119719166164717,0.2924252647240154
0.7868296462297912,0.8683795545487052,0.754207732964644,0.004160064189265,0.5415090293880489,0.6171148662966888,0.0172306750448167,0.2181409363090741,0.0479726534849535,0.0379317430395017
