Cost-,Score-,Idle-
1.0,0.8126405323876368,0.0674763832658569
0.3851055394209997,0.8354380982525788,0.0188768286927796
1.0,0.7938661142747512,0.6771792203634035
0.7119485883335657,0.9197638128303368,0.5764261578215066
0.6748647238627263,0.9127103802361842,0.4812524159257827
0.7384842892790892,0.8078086889876332,0.0365213421593244
0.8226076199107526,0.8450023880024822,0.5403377110694183
0.9295449899955668,0.7840484327607432,0.2591438412333935
0.5059235787138944,0.7648407249666223,0.0874954429456799
0.8031599893220701,0.6840801490220788,0.5810281672350638
1.0,0.6889923508778961,0.5885389778007227
0.4044546006643931,0.8266084378447021,0.055473372781065
0.978428303548294,0.7728618428590867,0.7665567341117747
0.4715609312196118,0.8252566715936259,0.0856770348295772
0.7789390487530584,0.8825270534136281,0.4337152209492634
1.0,0.9115922539590848,0.7440376217668795
1.0,0.7962315003703974,0.742001361470388
0.847314441181723,0.8695308896462839,0.4755244755244755
0.6846296879920684,0.8138517678225272,0.3095684803001875
0.4205309484478353,0.6375374571652496,0.8993422933943379
0.2625318369816919,0.8670170645506066,0.0282656975570362
0.4251029217621714,0.8545523305534733,0.5955334987593052
0.8508229368352264,0.7964105187480212,0.2106014635016954
0.3200543680289981,0.7866719142170022,0.4284323271665044
0.3914838634175379,0.797708250278453,0.3791982665222101
0.7670624513966843,0.8307646769415559,0.0049788399302961
1.0,0.7651899131875164,0.3517206477732792
0.3928284950561974,0.7868757222559666,0.3218210361067503
0.3911323179898268,0.8279488269623297,0.3161222339304532
1.0,0.8143580535853525,0.7649333906317146
0.984711169286344,0.819929467313524,0.1748251748251748
1.0,0.8465122277414803,0.0535540408958129
0.2775925384520061,0.8484809171914964,0.2709240445089501
0.6456164201478646,0.8455141309219022,0.5362272582189594
0.3679810267286794,0.8023923377072301,0.619885433715221
0.5855578726646963,0.6605755333771899,0.8938943193086839
0.754349595060397,0.756728044676419,0.697917657126557
0.8365722750607277,0.9249930302315372,0.6516627477326167
1.0,0.8262060538246008,0.7200600050004166
0.8183956778338669,0.8081655263178199,0.4579467225381622
0.9760085591753324,0.7754374232510691,0.8022226080916826
0.547563544994584,0.9546864514648258,0.0
0.5024843935814194,0.788987992379826,0.7249788155540909
0.3833306033278831,0.634247612467819,0.988128731215261
0.2707661576363266,0.8881829565554701,0.0
0.4935482329762102,0.6541293314442135,0.7113316790736146
0.7056400542025293,0.7541992632348378,0.2732793522267207
0.4460498905554466,0.6551266753106195,0.8463568094174952
1.0,0.7959650757410602,0.5594405594405595
0.5427038465451465,0.7596156438589533,0.0
0.6658903999505503,0.8034894133025272,0.5053158223889932
0.8244614536606927,0.7912752752073755,0.0126103404791929
0.8228478907181693,0.9649042696953996,0.6077256077256078
0.5465226494074615,0.9252128245458008,0.5325443786982248
0.8416602366957856,0.6226775996291434,0.6962864721485411
0.8907792228267887,0.8349529960894904,0.1724137931034481
0.5145229438447374,0.8525145017553487,0.3323076923076922
0.7605440437777367,0.8123970491516874,0.4992743105950653
0.6865533446801649,0.7911936609303227,0.0269905533063428
0.7871169046582465,0.89158701269509,0.1210464662241311
0.5888891387517429,0.7993752533111168,0.688963210702341
0.4158956673817713,0.8258991115341638,0.0854700854700855
0.7902573110862052,0.8513256255139403,0.4188034188034188
1.0,0.9319669123000408,0.661703887510339
0.6739487302287371,0.8075258590474472,0.6048996874684949
0.3440233848839704,0.6550023119874882,0.7472527472527473
0.6342737473473163,0.8928241221266574,0.3777061262091203
0.5092463938081309,0.8829636605652338,0.6056587091069849
0.2061023094692466,0.7796516461260063,0.0
1.0,0.7872611104520775,0.1436401436401436
0.8947599182785153,0.8792600460603509,0.1926567080832053
0.641328674858125,0.7209579994135669,0.7548256986459233
0.9228722661439314,0.8951773048031563,0.6570719602977667
0.5829086827949979,0.801270781896085,0.8369945640032765
0.3194486473425065,0.9143147457309372,0.6777837547068315
0.3519705734528334,0.8138540520998936,0.4980479054553128
0.718284088303863,0.8550332743397696,0.6636500754147813
0.7841779742049929,0.7895924210166625,0.2975326560232221
0.5745968658930345,0.9384950410347764,0.6810717372515126
0.6695917233917179,0.68577525045564,0.0949667616334283
0.7254086508455132,0.8055017777265507,0.4444444444444443
0.8830801690289055,0.6530480959895022,0.7231478199220134
1.0,0.8283424042001932,0.3862112990743696
1.0,0.7832695857476899,0.3296703296703296
0.6992802357921695,0.8677685874304737,0.0
0.2679296886397529,0.6566852935254267,0.6240345999382144
1.0,0.7539728447589114,0.8317173023055376
0.4433940951489006,0.6339824485150001,0.8454319403224513
1.0,0.8000435134935427,0.1798201798201798
0.422674054179893,0.6838278431444231,0.9355330285562844
0.7721176678808117,0.8278212603986277,0.0368248772504091
0.5239221993475986,0.845938472946399,0.6972883231876037
0.8112989880716895,0.8759879283418387,0.6704579467225381
0.3824433805568227,0.9373440545991646,0.0809716599190284
0.2571702582353753,0.867794695615412,0.6341603601877573
0.421965543706402,0.7725513783036742,0.0754147812971343
1.0,0.8457859349111732,0.4310665180230398
0.6984134465441292,0.865460762417418,0.1538461538461538
0.466595907404711,0.6509944947830073,0.9484265734265732
1.0,0.7683763300753909,0.7377201112140871
0.5159267506133072,0.7630338839606183,0.0099255583126551
1.0,0.808070448878728,0.2710945442222975
0.3741641167158299,0.96378389253102,0.4592760180995475
1.0,0.8371896601774614,0.4752315747080146
0.9082364669566758,0.8155916517013935,0.0
0.633851138978093,0.7642801066437898,0.6339389253962118
0.6177724408256653,0.6143130708912199,0.8200290275761972
0.645780412775103,0.8364830291770204,0.680473372781065
0.4848003655234054,0.873064491270392,0.039673793255455
0.3313481477477849,0.8716957403104786,0.6701141995259642
0.5626251380948355,0.9281366451211608,0.7901825800658484
