Y0-,Y1-,Y2-
2.03223714566144,0.3805820284360391,1.684587844667086e-58
1.7018903899588471,4.965422209746668e-16,1.1240624953117789e-51
1.5147650628367004,6.836254634870647e-72,1.2023460793589233e-42
1.7453359372377637,1.864021389405477e-05,2.467001459600957e-182
1.841200047648456,1.499483974354962e-46,7.117858681036429e-39
1.4004006321731597,1.8329099234821355e-99,0.0001559441976989
1.8122740470820684,6.079045395304223e-164,3.367014716553757e-82
1.78120859943231,1.5068597661857149e-58,3.0657043983244642e-21
2.2151820310443227,3.84390193084705e-10,1.3019453366509857e-30
1.6787347548092355,3.1443446542106627e-11,5.740630911811283e-29
1.3444566921596808,3.555626759016057e-07,1.1531635983967536e-68
1.313143052909351,2.4291112640421953e-07,6.78950832872676e-51
1.5611610192150258,3.9217200753347646e-70,2.503185397125179e-54
1.5702839141715814,1.0456974255118438e-26,1.6248278802442228e-22
2.0913712054633677,8.267302536566723e-37,1.2229735919833746e-61
1.7367279606278387,5.8831568955250375e-33,1.2725004490953447e-68
2.0746486168393306,7.357555511837682e-05,1.080828137527719e-21
1.7268243040129083,2.036980291648653e-14,8.689081269573183e-70
2.1644563703927444,4.6040142279023505e-27,9.184306061621742e-29
1.4736686108641688,1.0417028238739472e-39,0.007232078591183
1.6300042331106177,1.6466908611793078e-64,4.315437355087032e-65
1.7260490630551737,6.311970302836978e-172,1.9097415338403414e-53
1.5810963880838744,1.616666221528393e-25,0.3141505357088174
1.5919671993408713,2.3102451165501983e-34,0.0004495300750834
1.500435206149448,4.965538241343279e-22,4.0332831209970136e-05
1.5283642919183005,2.9551322080787922e-08,2.9827629925646977e-16
1.3210302865385206,4.0170456979372216e-124,4.197042832616526e-17
1.7063356384611454,9.891240836401233e-14,3.7260563424285704e-30
1.7595545399275916,7.293661521255268e-21,0.0641336462159418
1.8531550606279528,3.607008994975579e-19,1.5882820767741022e-23
1.9506520440468675,6.404873248169067e-81,2.655105305842766e-10
1.6766818807804138,1.2440107834508184e-62,3.410741545964305e-145
1.7660646981064114,1.289565358470552e-37,4.409730671450429e-09
1.3472857373804787,1.8789801395476235e-16,4.779059429131404e-154
1.580877846375013,4.940325900380472e-19,1.3686623780721418e-35
1.1095125107702133,1.50412774397405,2.391571974671975e-09
1.6301644324695848,7.33699530779223e-10,4.2052348080219e-40
1.5389217423252255,5.715892778232705e-09,3.048249086523525e-17
1.7111204077594038,1.7575565926546518e-114,0.0004501410499376
1.7104443387598738,1.0958206504949405e-13,6.004099899141569e-62
1.3900016814996652,3.9407957432757166e-10,1.3786599471056872e-34
1.4912176647580409,2.1565745402349024e-63,2.879219587429505e-34
1.651290634849936,3.7588746889278136e-103,1.4009113674867656e-38
1.360941211485283,1.3540565228747305e-63,4.5698638942302955e-53
1.5794732251131365,0.0005367388101466,9.297742185055161e-29
1.985693758185292,7.781289696795845e-30,6.236432454614639e-51
1.49596121057136,2.0760822960990354e-08,1.3216607165313189e-19
1.1913270697360108,3.975843320574054e-23,2.3588707672705335e-32
1.8051948582256172,9.135027406836729e-42,2.8749759216100924e-31
1.6311495643361542,3.9391592159088136e-15,4.2910804843008127e-47
1.9035402799904664,8.192627389708111e-45,1.6344386491084597e-49
1.9171687311259875,2.766381989224682e-66,1.1201210042911055e-49
2.0854511500987702,8.678729596450461e-29,2.5665113183503143e-44
1.4758631522271255,1.7528423314806227e-18,4.6838091065038785e-06
1.615592753123118,3.2888084238943426e-21,4.388660685270753e-36
1.6298753958170913,1.437708269036609e-12,1.3506592600207435e-78
1.9315269770520895,2.6775016248114172e-39,1.5403771059433102e-64
1.5260633943476876,1.2957987085115265e-06,5.912013249543042e-31
1.7326592511329977,5.289808979957627e-05,0.0030615340171238
1.4130873397695576,1.7764271924091383e-121,5.232787025164308e-23
1.396998417229805,3.2604444474808023e-66,1.1104961223520291e-77
1.7736317840928844,1.794221371839303e-71,7.189038017437937e-06
1.6809940329378097,4.949630510944168e-48,1.3419644994269636e-10
1.4088073730888138,6.0601382501057836e-46,6.5581646010090756e-21
2.087270436379934,4.282749365593594e-29,4.8165352198783674e-89
1.6934365807686451,0.0002360280799164,1.2943076195669563e-40
1.405057123466258,1.1575087475875907e-09,3.885772745667139e-31
1.7020327705647038,1.9384593459625343e-08,2.104642687169282e-122
1.756557432058068,1.0512162279064806e-27,4.3011030114424465e-44
1.5362653726220297,0.1796604513876662,2.4516150039284284e-18
1.3826626476513912,7.066836051267234e-51,5.961436539188496e-295
1.4110795251237436,8.233823950501175e-67,9.46375919635148e-16
1.9278883320992035,6.512383476124764e-12,4.1677288950649966e-30
1.5842357414002814,2.0132562030653226e-12,1.9103062561369988e-10
1.613573038732918,0.1062039135354384,4.022538988418053e-96
1.7187629416081125,6.189425757603217e-13,1.4722604748447712e-38
1.5804383963985082,8.612985808133951e-34,1.4502114658838865e-29
1.3222709051267565,1.367036022134979e-109,1.437620630592967e-16
1.9524960385955397,3.9487308157877865e-92,2.754525565777045e-13
2.0726502015616393,3.3963117537871384e-62,9.966960661209739e-11
1.4744084722911937,1.8172504722200362e-13,4.0508575890677733e-23
1.5857061075292551,4.789520081408085e-125,4.895502264445843e-46
1.6119861659672614,5.219284496485277e-11,4.914589033507431e-25
1.4821798579874974,3.290668358636314e-98,3.1012342444503063e-19
1.753548236515705,3.7776571520913056e-20,0.0327008861036737
1.8469333940639787,3.7611929164113107e-10,4.916457824604706e-103
1.8586618670516153,3.2453205537570858e-21,8.101811026784555e-18
1.7134111767032976,0.0321287671826278,5.3950495162394015e-15
1.6628184325722706,1.5099380291708778e-59,4.904748705346127e-48
1.5198908133366595,6.5577977204486576e-90,2.4790333396512617e-110
2.0600554973225274,0.0039521756822997,4.663940716317141e-37
1.8870308495610957,1.9036372277809376e-30,2.1460535566353628e-48
1.409211924887487,5.60909656918347e-19,1.3565762260586092e-40
1.7537353568135228,6.303785457849566e-18,5.974646352631316e-101
1.5025672508575776,3.6015288132682955e-21,0.0010490953326571
1.327638517028641,8.219376286320229e-42,7.242145251695381e-62
1.721051913831194,4.40108089472549e-05,7.130965184344407e-24
1.7570179799080048,6.604160460547062e-08,0.0001934357834763
1.2766318810124817,1.6571441579166445e-62,1.966102912911499e-46
1.6784027850723473,0.0060963698187659,4.583184881895623e-60
1.8155641768392927,3.488326192453176e-26,6.811057863111143e-16
1.7265446661651729,7.226123286857857e-76,7.903896855435053e-09
1.465585067514438,1.3152584750992733e-150,3.2419130740819267e-25
1.6452137880573128,1.196101659270473e-11,5.178852735861596e-22
1.8973176207874545,6.920584410684099e-11,2.0931581927667475e-27
1.7789361861167778,2.293810692254361e-56,5.495564422220184e-05
1.845534990094671,1.3382162906310749e-05,2.759178358543985e-32
2.388434350182104,0.0003760023340974,1.055462137483316e-12
2.020975030113669,8.937589198525314e-87,3.7110587878667627e-22
1.4712529178268938,1.3181345299264242e-79,6.504414480407889e-19
1.6008502573718169,3.6589371629906295e-08,1.905476903639989e-177
1.7403006256147926,9.277224137707339e-81,2.6899470781138312e-06
2.0018864883192276,3.701611153582482e-05,7.485026119697237e-05
1.3202011137993124,2.984870552158839e-75,9.868549457893817e-30
1.6902319223868485,0.0805771198081079,2.997059627752686e-16
1.7985835951113336,1.313421845887989e-22,3.6798585202584884e-08
1.9603251113904396,0.0010557226989767,1.0279812208377102e-30
1.5883844631519772,2.1352246653998666e-141,1.431092467304474e-96
2.113538591578292,1.6012334362717243e-11,2.859333864406035e-68
1.3625812476793202,9.5734088488612e-23,7.459279068239903e-117
1.4791180419531886,5.625630554595379e-83,1.83204792707839e-17
1.5631738463309737,5.014626026216116e-74,1.0101291239156051e-81
1.982173605151198,1.7738762825212738e-134,7.026471674555671e-29
1.9234093017798195,4.268177603608404e-15,5.529957839323325e-10
1.6718922701581924,2.1768789478563275e-19,4.464104827239145e-33
1.3775936954264931,0.0008619879668122,4.030122320597292e-09
1.0817559565727386,3.4021052650532277e-26,1.5788457659093456
1.9225200587604363,4.200081891676586e-28,1.1109003426767385e-07
1.507354033383081,3.2670472585946974e-116,1.2992679276060742e-19
1.7172823029745885,5.181072222117083e-182,1.1136078850980014e-18
1.8520633300734175,3.7017598528181207e-14,1.7033718421676157e-10
2.2085423190403337,2.5054764297596582e-11,8.388160203922139e-53
1.5705095251999974,2.0406714219996433e-11,0.0026675280731072
1.6547838562284167,1.7972806144803831e-97,4.419785530111471e-10
1.7291050467408842,6.815124148514191e-12,1.6456380895597613e-179
1.4283233282135623,6.196590990562924e-20,2.11340171096259e-36
1.804812245148006,1.0924533144206117e-51,8.97951347018757e-16
2.1382810454921586,2.4790324898719665e-27,3.571803208407922e-10
1.4715637650162772,6.110200828618405e-143,1.0243495588150883e-24
1.867553103754,1.2300460302647479e-70,1.012349624519148e-31
1.2391217157144354,1.2696367234684244e-22,7.777923293747353e-56
1.3513789355075974,1.0841447787511437e-06,8.775688173072406e-37
1.8307807160084173,7.238924850560572e-90,2.0922167923124895e-94
1.6013539170287134,6.653197750259809e-11,6.919641494395551e-09
1.154247159438922,8.064293976644578e-41,4.6719125936471607e-35
1.733213684959208,2.537745509004252e-63,4.551398483658266e-29
1.487453034144508,1.1400129975466054e-10,8.992767175596157e-89
1.6609165593691555,1.4542164970624976e-21,8.608825799433524e-18
