Cost-,Score-,Idle-
1.0,0.2563682719041216,0.5128205128205129
1.0,0.6522286133283123,0.0
1.0,0.262439995959241,0.0
1.0,0.1887202558532016,0.0
1.0,0.2484428473363025,0.8191808191808193
1.0,0.3457657954574675,0.6993006993006994
1.0,0.1174819210368422,0.5128205128205129
1.0,0.209191359116642,0.3001876172607879
1.0,0.1640411031496169,0.0
1.0,0.4056952347608576,0.0
1.0,0.798544866247378,0.7977207977207978
1.0,0.4379504564827494,0.082051282051282
1.0,0.1038783028728464,0.0
1.0,0.9010521476593696,0.3296703296703296
1.0,0.7640056181142776,0.1538461538461538
1.0,0.8085560424167252,0.123076923076923
1.0,0.1992742637522553,0.641025641025641
1.0,0.5229248249363105,0.5394605394605394
1.0,0.3960278250017839,0.467032967032967
1.0,0.2801251423009906,0.4195804195804195
1.0,0.6733591092402669,0.0
1.0,0.4822873641372237,0.3225806451612903
1.0,0.698259731059971,0.0879120879120879
1.0,0.4910568666804687,0.3001876172607879
1.0,0.5452423767973638,0.3525641025641025
1.0,0.6025217661840913,0.0
1.0,0.999030032093725,0.0
1.0,0.1219909530386518,0.2603550295857987
1.0,0.3923424733362719,0.9049773755656108
1.0,0.2520535800270707,0.0452488687782805
1.0,0.6831392895210867,0.0
1.0,0.1485419764621733,0.7784986098239112
1.0,0.4740852268790192,1.0
1.0,0.2578280160450963,0.7692307692307692
1.0,0.1476545618341768,0.651890482398957
1.0,0.3367812507541325,0.6433566433566433
1.0,0.3238547775222395,0.2197802197802198
1.0,0.3648928314250252,0.0
1.0,0.7282882195815588,1.0
1.0,0.4246352118550626,0.7692307692307692
1.0,0.3312875696944807,0.2564102564102563
1.0,0.466198310104026,0.4081632653061224
1.0,0.6545481622094188,0.0
1.0,0.4159634528775104,0.6797853309481217
1.0,0.2752816466490204,0.4524886877828053
1.0,0.4806325326767934,0.5128205128205129
1.0,0.490656845890204,0.5384615384615384
1.0,0.6315268830890522,0.4347826086956522
1.0,0.7492661661578791,0.4923076923076922
1.0,0.4892682775304377,0.8058608058608059
1.0,0.6659397197787629,0.5023547880690739
1.0,0.6102207964175518,0.5570291777188328
1.0,0.7638893891658647,0.2884615384615384
1.0,0.0324889483338254,0.4807692307692307
1.0,0.7036200040102367,0.6203473945409429
1.0,0.5691487736882886,0.6153846153846154
1.0,0.4791704141506709,0.8731808731808731
1.0,0.2258138066660401,0.9557109557109555
1.0,0.961728838401461,0.0
1.0,0.5104560407445268,0.0
1.0,0.5495226683929625,0.4905239687848383
1.0,0.5454218411819367,0.1923076923076923
1.0,0.3810821947895189,0.0
1.0,0.8807399320451058,0.3076923076923076
1.0,0.6068849464091599,0.0
1.0,0.8909084666036952,1.0
1.0,0.4551602788733679,0.1500938086303939
1.0,0.2979892022377117,0.0
1.0,0.5803058536221922,0.0
1.0,0.5224741065745377,0.3496503496503497
1.0,0.221033911726927,0.3001876172607879
1.0,0.6843160700033423,0.4487179487179486
1.0,0.4068509832017028,0.6153846153846154
1.0,0.6103886732573002,0.7692307692307692
1.0,0.4109205781646005,0.9568480300187616
1.0,0.5560606941812147,0.3846153846153846
1.0,0.60936411877702,0.8097165991902835
1.0,0.2528711021485286,0.0
1.0,0.1302329752352103,0.8333333333333334
1.0,0.0782038516306628,1.0
1.0,0.2973439678755135,0.0
1.0,0.2583492518329823,0.056980056980057
1.0,0.9070507744160392,0.2564102564102563
1.0,0.4141960943252494,0.2626641651031896
1.0,0.5969011828340985,0.7201309328968903
1.0,0.1344596885499091,0.2197802197802198
1.0,0.6231526321772047,0.6923076923076922
1.0,0.2680474566833492,0.9615384615384616
1.0,0.9059911788333866,0.588235294117647
1.0,0.6676591609858268,0.0
1.0,0.5647030815883203,0.0
1.0,0.1614786060971264,0.1025641025641025
1.0,0.7814768454643284,0.0
1.0,0.526858657119861,0.1538461538461538
1.0,0.5896256466849873,0.9743589743589742
1.0,0.7728982409458062,0.1538461538461538
1.0,0.7612023940501987,0.4444444444444443
1.0,0.7478309728782464,0.6293706293706293
1.0,0.58342437097869,0.7264957264957265
1.0,0.5467651078632411,0.4158004158004158
1.0,0.6719034275105294,0.056980056980057
1.0,0.770718137335216,0.6029106029106028
1.0,0.9433503644843024,0.0
1.0,0.4200722138211933,0.0
1.0,0.3296253817986234,0.064102564102564
1.0,0.7253298660668054,0.0904977375565611
1.0,0.3565524615781673,0.7692307692307692
1.0,0.5943883285254443,0.0
1.0,0.5352067341663994,0.5333333333333333
1.0,0.2718164123527708,0.170940170940171
